datetime,location,door_status
2017-04-29 10:33:06,Georgetown,closed
2017-04-29 10:33:16,Georgetown,opened
2017-04-29 10:33:21,Georgetown,closed
2017-04-29 10:34:13,Georgetown,opened
2017-04-29 10:34:18,Georgetown,closed
2017-04-29 10:34:47,Georgetown,opened
2017-04-29 10:34:53,Georgetown,closed
2017-04-29 10:35:15,Georgetown,opened
2017-04-29 10:35:21,Georgetown,closed
2017-04-29 10:35:22,Georgetown,opened
2017-04-29 10:35:29,Georgetown,closed
2017-04-29 10:35:57,Georgetown,opened
2017-04-29 10:36:07,Georgetown,closed
2017-04-29 10:39:53,Georgetown,opened
2017-04-29 10:39:58,Georgetown,closed
2017-04-29 12:00:13,Georgetown,opened
2017-04-29 12:00:17,Georgetown,closed
2017-04-29 12:00:28,Georgetown,opened
2017-04-29 12:00:37,Georgetown,closed
2017-04-29 12:00:45,Georgetown,opened
2017-04-29 12:01:02,Georgetown,closed
2017-04-29 12:01:03,Georgetown,opened
2017-04-29 12:01:09,Georgetown,closed
2017-04-29 12:01:20,Georgetown,opened
2017-04-29 12:01:33,Georgetown,closed
2017-04-29 12:01:47,Georgetown,opened
2017-04-29 12:01:52,Georgetown,closed
2017-04-29 12:02:01,Georgetown,opened
2017-04-29 12:02:07,Georgetown,closed
2017-04-29 12:02:26,Georgetown,opened
2017-04-29 12:02:31,Georgetown,closed
2017-04-29 12:02:44,Georgetown,opened
2017-04-29 12:02:49,Georgetown,closed
2017-04-29 12:02:51,Georgetown,opened
2017-04-29 12:02:57,Georgetown,closed
2017-04-29 12:03:01,Georgetown,opened
2017-04-29 12:03:23,Georgetown,closed
2017-04-29 12:03:40,Georgetown,opened
2017-04-29 12:03:46,Georgetown,closed
2017-04-29 12:03:47,Georgetown,opened
2017-04-29 12:03:52,Georgetown,closed
2017-04-29 12:04:56,Georgetown,opened
2017-04-29 12:05:01,Georgetown,closed
2017-04-29 12:05:31,Georgetown,opened
2017-04-29 12:05:38,Georgetown,closed
2017-04-29 12:05:42,Georgetown,opened
2017-04-29 12:05:49,Georgetown,closed
2017-04-29 12:05:54,Georgetown,opened
2017-04-29 12:05:59,Georgetown,closed
2017-04-29 12:09:07,Georgetown,opened
2017-04-29 12:09:16,Georgetown,closed
2017-04-29 12:09:25,Georgetown,opened
2017-04-29 12:09:31,Georgetown,closed
2017-04-29 12:12:45,Georgetown,opened
2017-04-29 12:12:50,Georgetown,closed
2017-04-29 12:13:22,Georgetown,opened
2017-04-29 12:13:22,Georgetown,closed
2017-04-29 12:17:59,Georgetown,opened
2017-04-29 13:02:02,Georgetown,closed
2017-04-29 13:02:14,Georgetown,opened
2017-04-29 13:02:19,Georgetown,closed
2017-04-29 13:02:43,Georgetown,opened
2017-04-29 13:02:48,Georgetown,closed
2017-04-29 13:04:40,Georgetown,opened
2017-04-29 13:04:44,Georgetown,closed
2017-04-29 13:06:53,Georgetown,opened
2017-04-29 13:07:00,Georgetown,closed
2017-04-29 14:04:27,Georgetown,opened
2017-04-29 14:04:31,Georgetown,closed
2017-04-29 14:07:20,Georgetown,opened
2017-04-29 14:07:24,Georgetown,closed
2017-04-29 14:10:21,Georgetown,opened
2017-04-29 14:10:37,Georgetown,closed
2017-04-29 14:10:44,Georgetown,opened
2017-04-29 14:10:50,Georgetown,closed
2017-04-29 14:10:57,Georgetown,opened
2017-04-29 14:11:02,Georgetown,closed
2017-04-29 14:11:05,Georgetown,opened
2017-04-29 14:11:10,Georgetown,closed
2017-04-29 14:11:58,Georgetown,opened
2017-04-29 14:12:02,Georgetown,closed
2017-04-29 14:13:00,Georgetown,opened
2017-04-29 14:13:10,Georgetown,closed
2017-04-29 14:13:15,Georgetown,opened
2017-04-29 14:13:19,Georgetown,closed
2017-04-29 14:13:30,Georgetown,opened
2017-04-29 14:13:35,Georgetown,closed
2017-04-29 14:13:51,Georgetown,opened
2017-04-29 14:13:57,Georgetown,closed
2017-04-29 14:14:02,Georgetown,opened
2017-04-29 14:14:08,Georgetown,closed
2017-04-29 14:14:12,Georgetown,opened
2017-04-29 14:14:20,Georgetown,closed
2017-04-29 14:14:24,Georgetown,opened
2017-04-29 14:14:31,Georgetown,closed
2017-04-29 14:15:29,Georgetown,opened
2017-04-29 14:15:32,Georgetown,closed
2017-04-29 14:15:38,Georgetown,opened
2017-04-29 14:15:43,Georgetown,closed
2017-04-29 14:16:04,Georgetown,opened
2017-04-29 14:16:08,Georgetown,closed
2017-04-29 14:16:14,Georgetown,opened
2017-04-29 14:16:17,Georgetown,closed
2017-04-29 14:16:19,Georgetown,opened
2017-04-29 14:16:25,Georgetown,closed
2017-04-29 14:16:42,Georgetown,opened
2017-04-29 14:16:49,Georgetown,closed
2017-04-29 14:17:32,Georgetown,opened
2017-04-29 14:17:37,Georgetown,closed
2017-04-29 14:17:43,Georgetown,opened
2017-04-29 14:17:48,Georgetown,closed
2017-04-29 14:17:49,Georgetown,opened
2017-04-29 14:17:55,Georgetown,closed
2017-04-29 14:17:59,Georgetown,opened
2017-04-29 14:18:04,Georgetown,closed
2017-04-29 14:18:31,Georgetown,opened
2017-04-29 14:18:36,Georgetown,closed
2017-04-29 14:18:49,Georgetown,opened
2017-04-29 14:18:53,Georgetown,closed
2017-04-29 14:20:14,Georgetown,opened
2017-04-29 14:20:18,Georgetown,closed
2017-04-29 14:23:21,Georgetown,opened
2017-04-29 14:23:25,Georgetown,closed
2017-04-29 14:26:34,Georgetown,opened
2017-04-29 14:26:38,Georgetown,closed
2017-04-29 15:21:33,Georgetown,opened
2017-04-29 15:21:37,Georgetown,closed
2017-04-29 15:25:02,Georgetown,opened
2017-04-29 15:25:06,Georgetown,closed
2017-04-29 15:28:57,Georgetown,opened
2017-04-29 15:29:00,Georgetown,closed
2017-04-29 15:31:40,Georgetown,opened
2017-04-29 15:31:43,Georgetown,closed
2017-04-29 15:33:24,Georgetown,opened
2017-04-29 15:33:28,Georgetown,closed
2017-04-29 15:34:17,Georgetown,opened
2017-04-29 15:34:21,Georgetown,closed
2017-04-29 15:49:24,Georgetown,opened
2017-04-29 15:49:29,Georgetown,closed
2017-04-29 15:49:32,Georgetown,opened
2017-04-29 15:49:38,Georgetown,closed
2017-04-29 15:49:42,Georgetown,opened
2017-04-29 15:49:48,Georgetown,closed
2017-04-29 15:50:04,Georgetown,opened
2017-04-29 15:50:11,Georgetown,closed
2017-04-29 15:50:17,Georgetown,opened
2017-04-29 15:50:30,Georgetown,closed
2017-04-29 15:50:36,Georgetown,opened
2017-04-29 15:50:41,Georgetown,closed
2017-04-29 15:57:39,Georgetown,opened
2017-04-29 15:57:44,Georgetown,closed
2017-04-29 15:58:47,Georgetown,opened
2017-04-29 15:58:52,Georgetown,closed
2017-04-29 15:59:14,Georgetown,opened
2017-04-29 15:59:21,Georgetown,closed
2017-04-29 16:00:36,Georgetown,opened
2017-04-29 16:00:40,Georgetown,closed
2017-04-29 16:05:56,Georgetown,opened
2017-04-29 16:06:05,Georgetown,closed
2017-04-29 16:09:40,Georgetown,opened
2017-04-29 16:09:50,Georgetown,closed
2017-04-29 16:10:02,Georgetown,opened
2017-04-29 16:10:07,Georgetown,closed
2017-04-29 16:11:16,Georgetown,opened
2017-04-29 16:11:22,Georgetown,closed
2017-04-29 16:15:09,Georgetown,opened
2017-04-29 16:15:18,Georgetown,closed
2017-05-05 18:13:54,Georgetown,opened
2017-05-05 18:13:57,Georgetown,closed
2017-05-05 18:14:55,Georgetown,opened
2017-05-05 18:15:01,Georgetown,closed
2017-05-05 18:16:03,Georgetown,opened
2017-05-05 18:16:10,Georgetown,closed
2017-05-05 18:17:01,Georgetown,opened
2017-05-05 18:17:05,Georgetown,closed
2017-05-05 18:17:42,Georgetown,opened
2017-05-05 18:17:51,Georgetown,closed
2017-05-05 18:18:45,Georgetown,opened
2017-05-05 18:18:59,Georgetown,closed
2017-05-05 18:19:05,Georgetown,opened
2017-05-05 18:19:12,Georgetown,closed
2017-05-05 18:19:18,Georgetown,opened
2017-05-05 18:19:25,Georgetown,closed
2017-05-05 18:19:55,Georgetown,opened
2017-05-05 18:20:01,Georgetown,closed
2017-05-05 18:20:08,Georgetown,opened
2017-05-05 18:20:13,Georgetown,closed
2017-05-05 18:20:16,Georgetown,opened
2017-05-05 18:20:21,Georgetown,closed
2017-05-05 18:21:31,Georgetown,opened
2017-05-05 18:21:38,Georgetown,closed
2017-05-05 18:22:04,Georgetown,opened
2017-05-05 18:22:08,Georgetown,closed
2017-05-05 18:24:13,Georgetown,opened
2017-05-05 18:24:18,Georgetown,closed
2017-05-05 18:24:25,Georgetown,opened
2017-05-05 18:24:32,Georgetown,closed
2017-05-05 18:25:48,Georgetown,opened
2017-05-05 18:25:57,Georgetown,closed
2017-05-05 18:26:24,Georgetown,opened
2017-05-05 18:26:29,Georgetown,closed
2017-05-05 18:27:09,Georgetown,opened
2017-05-05 18:27:13,Georgetown,closed
2017-05-05 18:28:19,Georgetown,opened
2017-05-05 18:28:24,Georgetown,closed
2017-05-05 18:29:29,Georgetown,opened
2017-05-05 18:29:34,Georgetown,closed
2017-05-05 18:35:23,Georgetown,opened
2017-05-05 18:35:27,Georgetown,closed
2017-05-05 18:37:05,Georgetown,opened
2017-05-05 18:37:09,Georgetown,closed
2017-05-05 18:38:18,Georgetown,opened
2017-05-05 18:38:23,Georgetown,closed
2017-05-05 18:55:18,Georgetown,opened
2017-05-05 18:55:24,Georgetown,closed
2017-05-05 18:57:09,Georgetown,opened
2017-05-05 18:57:09,Georgetown,closed
2017-05-05 18:57:24,Georgetown,opened
2017-05-05 18:57:25,Georgetown,closed
2017-05-05 18:57:25,Georgetown,opened
2017-05-05 18:57:26,Georgetown,closed
2017-05-05 18:57:28,Georgetown,opened
2017-05-05 18:57:31,Georgetown,closed
2017-05-05 18:57:32,Georgetown,opened
2017-05-05 18:57:33,Georgetown,closed
2017-05-05 18:57:37,Georgetown,opened
2017-05-05 18:57:37,Georgetown,closed
2017-05-05 18:57:59,Georgetown,opened
2017-05-05 18:58:00,Georgetown,closed
2017-05-05 18:58:00,Georgetown,opened
2017-05-05 18:58:01,Georgetown,closed
2017-05-05 18:58:02,Georgetown,opened
2017-05-05 18:58:02,Georgetown,closed
2017-05-05 18:58:04,Georgetown,opened
2017-05-05 18:58:04,Georgetown,closed
2017-05-05 18:58:05,Georgetown,opened
2017-05-05 18:58:05,Georgetown,closed
2017-05-05 18:58:06,Georgetown,opened
2017-05-05 18:58:07,Georgetown,closed
2017-05-05 18:58:19,Georgetown,opened
2017-05-05 18:58:20,Georgetown,closed
2017-05-05 18:58:21,Georgetown,opened
2017-05-05 18:58:21,Georgetown,closed
2017-05-05 18:58:48,Georgetown,opened
2017-05-05 18:58:49,Georgetown,closed
2017-05-05 18:58:58,Georgetown,opened
2017-05-05 18:58:59,Georgetown,closed
2017-05-05 18:59:01,Georgetown,opened
2017-05-05 18:59:01,Georgetown,closed
2017-05-05 18:59:02,Georgetown,opened
2017-05-05 18:59:03,Georgetown,closed
2017-05-05 18:59:03,Georgetown,opened
2017-05-05 18:59:04,Georgetown,closed
2017-05-05 18:59:05,Georgetown,opened
2017-05-05 18:59:06,Georgetown,closed
2017-05-05 18:59:07,Georgetown,opened
2017-05-05 18:59:07,Georgetown,closed
2017-05-05 18:59:10,Georgetown,opened
2017-05-05 18:59:11,Georgetown,closed
2017-05-05 18:59:12,Georgetown,opened
2017-05-05 18:59:13,Georgetown,closed
2017-05-05 18:59:16,Georgetown,opened
2017-05-05 18:59:16,Georgetown,closed
2017-05-05 18:59:17,Georgetown,opened
2017-05-05 18:59:17,Georgetown,closed
2017-05-05 18:59:18,Georgetown,opened
2017-05-05 18:59:18,Georgetown,closed
2017-05-05 18:59:19,Georgetown,opened
2017-05-05 18:59:19,Georgetown,closed
2017-05-05 18:59:20,Georgetown,opened
2017-05-05 18:59:20,Georgetown,closed
2017-05-05 18:59:32,Georgetown,opened
2017-05-05 18:59:32,Georgetown,closed
2017-05-05 18:59:33,Georgetown,opened
2017-05-05 18:59:33,Georgetown,closed
2017-05-05 18:59:37,Georgetown,opened
2017-05-05 18:59:37,Georgetown,closed
2017-05-05 18:59:38,Georgetown,opened
2017-05-05 18:59:38,Georgetown,closed
2017-05-05 18:59:39,Georgetown,opened
2017-05-05 18:59:40,Georgetown,closed
2017-05-05 18:59:40,Georgetown,opened
2017-05-05 18:59:41,Georgetown,closed
2017-05-05 18:59:41,Georgetown,opened
2017-05-05 18:59:42,Georgetown,closed
2017-05-05 18:59:42,Georgetown,opened
2017-05-05 18:59:43,Georgetown,closed
2017-05-05 18:59:43,Georgetown,opened
2017-05-05 18:59:44,Georgetown,closed
2017-05-05 18:59:44,Georgetown,opened
2017-05-05 18:59:50,Georgetown,closed
2017-05-05 18:59:51,Georgetown,opened
2017-05-05 18:59:51,Georgetown,closed
2017-05-05 18:59:52,Georgetown,opened
2017-05-05 18:59:52,Georgetown,closed
2017-05-05 18:59:53,Georgetown,opened
2017-05-05 18:59:53,Georgetown,closed
2017-05-05 18:59:55,Georgetown,opened
2017-05-05 18:59:56,Georgetown,closed
2017-05-05 18:59:56,Georgetown,opened
2017-05-05 18:59:57,Georgetown,closed
2017-05-05 18:59:57,Georgetown,opened
2017-05-05 18:59:58,Georgetown,closed
2017-05-05 18:59:59,Georgetown,opened
2017-05-05 18:59:59,Georgetown,closed
2017-05-05 19:00:00,Georgetown,opened
2017-05-05 19:00:01,Georgetown,closed
2017-05-05 19:00:02,Georgetown,opened
2017-05-05 19:00:03,Georgetown,closed
2017-05-05 19:00:03,Georgetown,opened
2017-05-05 19:00:04,Georgetown,closed
2017-05-05 19:00:05,Georgetown,opened
2017-05-05 19:00:06,Georgetown,closed
2017-05-05 19:00:07,Georgetown,opened
2017-05-05 19:00:07,Georgetown,closed
2017-05-05 19:00:08,Georgetown,opened
2017-05-05 19:00:08,Georgetown,closed
2017-05-05 19:00:09,Georgetown,opened
2017-05-05 19:00:13,Georgetown,closed
2017-05-05 19:00:15,Georgetown,opened
2017-05-05 19:00:15,Georgetown,closed
2017-05-05 19:00:17,Georgetown,opened
2017-05-05 19:00:18,Georgetown,closed
2017-05-05 19:00:18,Georgetown,opened
2017-05-05 19:00:19,Georgetown,closed
2017-05-05 19:00:20,Georgetown,opened
2017-05-05 19:00:21,Georgetown,closed
2017-05-05 19:00:21,Georgetown,opened
2017-05-05 19:00:22,Georgetown,closed
2017-05-05 19:00:22,Georgetown,opened
2017-05-05 19:00:23,Georgetown,closed
2017-05-05 19:00:24,Georgetown,opened
2017-05-05 19:00:24,Georgetown,closed
2017-05-05 19:00:25,Georgetown,opened
2017-05-05 19:00:27,Georgetown,closed
2017-05-05 19:00:27,Georgetown,opened
2017-05-05 19:00:28,Georgetown,closed
2017-05-05 19:00:28,Georgetown,opened
2017-05-05 19:00:29,Georgetown,closed
2017-05-05 19:00:31,Georgetown,opened
2017-05-05 19:00:31,Georgetown,closed
2017-05-05 19:00:34,Georgetown,opened
2017-05-05 19:00:35,Georgetown,closed
2017-05-05 19:00:39,Georgetown,opened
2017-05-05 19:00:40,Georgetown,closed
2017-05-05 19:00:40,Georgetown,opened
2017-05-05 19:00:41,Georgetown,closed
2017-05-05 19:00:41,Georgetown,opened
2017-05-05 19:00:57,Georgetown,closed
2017-05-05 19:00:58,Georgetown,opened
2017-05-05 19:00:58,Georgetown,closed
2017-05-05 19:00:59,Georgetown,opened
2017-05-05 19:01:00,Georgetown,closed
2017-05-05 19:01:00,Georgetown,opened
2017-05-05 19:01:01,Georgetown,closed
2017-05-05 19:01:02,Georgetown,opened
2017-05-05 19:01:03,Georgetown,closed
2017-05-05 19:01:04,Georgetown,opened
2017-05-05 19:01:04,Georgetown,closed
2017-05-05 19:01:07,Georgetown,opened
2017-05-05 19:01:07,Georgetown,closed
2017-05-05 19:01:12,Georgetown,opened
2017-05-05 19:01:12,Georgetown,closed
2017-05-05 19:01:13,Georgetown,opened
2017-05-05 19:01:14,Georgetown,closed
2017-05-05 19:01:17,Georgetown,opened
2017-05-05 19:01:17,Georgetown,closed
2017-05-05 19:01:18,Georgetown,opened
2017-05-05 19:01:19,Georgetown,closed
2017-05-05 19:01:20,Georgetown,opened
2017-05-05 19:01:20,Georgetown,closed
2017-05-05 19:01:21,Georgetown,opened
2017-05-05 19:01:22,Georgetown,closed
2017-05-05 19:01:22,Georgetown,opened
2017-05-05 19:01:23,Georgetown,closed
2017-05-05 19:01:23,Georgetown,opened
2017-05-05 19:01:24,Georgetown,closed
2017-05-05 19:01:24,Georgetown,opened
2017-05-05 19:01:25,Georgetown,closed
2017-05-05 19:01:25,Georgetown,opened
2017-05-05 19:01:26,Georgetown,closed
2017-05-05 19:01:26,Georgetown,opened
2017-05-05 19:01:27,Georgetown,closed
2017-05-05 19:01:28,Georgetown,opened
2017-05-05 19:01:28,Georgetown,closed
2017-05-05 19:01:29,Georgetown,opened
2017-05-05 19:01:29,Georgetown,closed
2017-05-05 19:01:30,Georgetown,opened
2017-05-05 19:01:30,Georgetown,closed
2017-05-05 19:01:31,Georgetown,opened
2017-05-05 19:01:31,Georgetown,closed
2017-05-05 19:01:32,Georgetown,opened
2017-05-05 19:01:32,Georgetown,closed
2017-05-05 19:01:33,Georgetown,opened
2017-05-05 19:01:33,Georgetown,closed
2017-05-05 19:01:34,Georgetown,opened
2017-05-05 19:01:34,Georgetown,closed
2017-05-05 19:01:35,Georgetown,opened
2017-05-05 19:01:35,Georgetown,closed
2017-05-05 19:01:36,Georgetown,opened
2017-05-05 19:01:36,Georgetown,closed
2017-05-05 19:01:37,Georgetown,opened
2017-05-05 19:01:53,Georgetown,closed
2017-05-05 19:03:05,Georgetown,opened
2017-05-05 19:03:06,Georgetown,closed
2017-05-05 19:03:06,Georgetown,opened
2017-05-06 08:46:47,Georgetown,opened
2017-05-06 09:17:36,Georgetown,opened
2017-05-06 09:19:31,Georgetown,opened
2017-05-06 09:22:12,Georgetown,opened
2017-05-06 09:25:54,Georgetown,closed
2017-05-06 09:25:55,Georgetown,opened
2017-05-06 09:26:30,Georgetown,opened
2017-05-06 10:25:53,Georgetown,opened
2017-05-06 11:47:12,Georgetown,opened
2017-05-06 12:07:35,Georgetown,closed
2017-05-06 12:07:36,Georgetown,opened
2017-05-06 12:07:43,Georgetown,closed
2017-05-06 12:07:46,Georgetown,opened
2017-05-06 12:07:53,Georgetown,closed
2017-05-06 12:10:26,Georgetown,opened
2017-05-06 12:10:30,Georgetown,closed
2017-05-06 12:11:44,Georgetown,opened
2017-05-06 12:11:50,Georgetown,closed
2017-05-06 12:12:18,Georgetown,opened
2017-05-06 12:12:36,Georgetown,closed
2017-05-06 12:13:14,Georgetown,opened
2017-05-06 12:13:23,Georgetown,closed
2017-05-06 12:23:15,Georgetown,opened
2017-05-06 12:23:20,Georgetown,closed
2017-05-06 12:23:40,Georgetown,opened
2017-05-06 12:23:44,Georgetown,closed
2017-05-06 12:27:46,Georgetown,opened
2017-05-06 12:27:52,Georgetown,closed
2017-05-06 12:28:10,Georgetown,opened
2017-05-06 12:28:15,Georgetown,closed
2017-05-06 12:30:24,Georgetown,opened
2017-05-06 12:30:30,Georgetown,closed
2017-05-06 12:33:10,Georgetown,opened
2017-05-06 12:33:27,Georgetown,closed
2017-05-06 12:41:54,Georgetown,opened
2017-05-06 12:42:00,Georgetown,closed
2017-05-06 12:45:13,Georgetown,opened
2017-05-06 12:45:18,Georgetown,closed
2017-05-06 12:47:55,Georgetown,opened
2017-05-06 12:48:01,Georgetown,closed
2017-05-06 12:50:35,Georgetown,opened
2017-05-06 12:50:41,Georgetown,closed
2017-05-06 12:50:55,Georgetown,opened
2017-05-06 12:50:59,Georgetown,closed
2017-05-06 12:53:28,Georgetown,opened
2017-05-06 12:53:33,Georgetown,closed
2017-05-06 12:53:54,Georgetown,opened
2017-05-06 12:53:59,Georgetown,closed
2017-05-06 12:54:31,Georgetown,opened
2017-05-06 12:54:36,Georgetown,closed
2017-05-06 12:54:49,Georgetown,opened
2017-05-06 12:54:55,Georgetown,closed
2017-05-06 12:54:59,Georgetown,opened
2017-05-06 12:55:04,Georgetown,closed
2017-05-06 12:55:06,Georgetown,opened
2017-05-06 12:55:16,Georgetown,closed
2017-05-06 12:55:19,Georgetown,opened
2017-05-06 12:55:28,Georgetown,closed
2017-05-06 12:55:38,Georgetown,opened
2017-05-06 12:55:45,Georgetown,closed
2017-05-06 12:55:53,Georgetown,opened
2017-05-06 12:55:58,Georgetown,closed
2017-05-06 12:56:24,Georgetown,opened
2017-05-06 12:56:29,Georgetown,closed
2017-05-06 12:56:47,Georgetown,opened
2017-05-06 12:56:52,Georgetown,closed
2017-05-06 12:57:14,Georgetown,opened
2017-05-06 12:57:30,Georgetown,closed
2017-05-06 12:57:38,Georgetown,opened
2017-05-06 12:57:54,Georgetown,closed
2017-05-06 12:58:01,Georgetown,opened
2017-05-06 12:58:10,Georgetown,closed
2017-05-06 12:59:19,Georgetown,opened
2017-05-06 12:59:24,Georgetown,closed
2017-05-06 12:59:31,Georgetown,opened
2017-05-06 12:59:36,Georgetown,closed
2017-05-06 12:59:49,Georgetown,opened
2017-05-06 12:59:56,Georgetown,closed
2017-05-06 13:00:04,Georgetown,opened
2017-05-06 13:00:10,Georgetown,closed
2017-05-06 13:00:20,Georgetown,opened
2017-05-06 13:00:26,Georgetown,closed
2017-05-06 13:00:31,Georgetown,opened
2017-05-06 13:00:35,Georgetown,closed
2017-05-06 13:00:44,Georgetown,opened
2017-05-06 13:00:49,Georgetown,closed
2017-05-06 13:00:51,Georgetown,opened
2017-05-06 13:00:56,Georgetown,closed
2017-05-06 13:01:38,Georgetown,opened
2017-05-06 13:01:45,Georgetown,closed
2017-05-06 13:02:48,Georgetown,opened
2017-05-06 13:02:53,Georgetown,closed
2017-05-06 13:03:11,Georgetown,opened
2017-05-06 13:03:15,Georgetown,closed
2017-05-06 13:04:20,Georgetown,opened
2017-05-06 13:04:25,Georgetown,closed
2017-05-06 13:58:03,Georgetown,opened
2017-05-06 14:25:36,Georgetown,closed
2017-05-06 14:25:46,Georgetown,opened
2017-05-06 14:25:52,Georgetown,closed
2017-05-06 14:26:00,Georgetown,opened
2017-05-06 14:26:00,Georgetown,closed
2017-05-06 14:26:13,Georgetown,opened
2017-05-06 14:26:19,Georgetown,closed
2017-05-06 14:26:26,Georgetown,opened
2017-05-06 14:26:34,Georgetown,closed
2017-05-06 14:26:35,Georgetown,opened
2017-05-06 14:26:41,Georgetown,closed
2017-05-06 14:26:46,Georgetown,opened
2017-05-06 14:26:52,Georgetown,closed
2017-05-06 14:27:11,Georgetown,opened
2017-05-06 14:27:15,Georgetown,closed
2017-05-06 14:27:37,Georgetown,opened
2017-05-06 14:27:41,Georgetown,closed
2017-05-06 14:27:53,Georgetown,opened
2017-05-06 14:27:59,Georgetown,closed
2017-05-06 14:28:07,Georgetown,opened
2017-05-06 14:28:12,Georgetown,closed
2017-05-06 14:28:14,Georgetown,opened
2017-05-06 14:28:24,Georgetown,closed
2017-05-06 14:28:48,Georgetown,opened
2017-05-06 14:28:58,Georgetown,closed
2017-05-06 14:29:28,Georgetown,opened
2017-05-06 14:29:33,Georgetown,closed
2017-05-06 14:29:48,Georgetown,opened
2017-05-06 14:29:54,Georgetown,closed
2017-05-06 14:31:41,Georgetown,opened
2017-05-06 14:31:46,Georgetown,closed
2017-05-06 14:31:49,Georgetown,opened
2017-05-06 14:31:53,Georgetown,closed
2017-05-06 14:32:17,Georgetown,opened
2017-05-06 14:32:22,Georgetown,closed
2017-05-06 14:33:56,Georgetown,opened
2017-05-06 14:34:00,Georgetown,closed
2017-05-06 14:34:07,Georgetown,opened
2017-05-06 14:34:10,Georgetown,closed
2017-05-06 14:35:21,Georgetown,opened
2017-05-06 14:35:26,Georgetown,closed
2017-05-06 14:49:19,Georgetown,opened
2017-05-06 14:49:23,Georgetown,closed
2017-05-06 14:51:41,Georgetown,opened
2017-05-06 14:51:45,Georgetown,closed
2017-05-06 15:47:07,Georgetown,opened
2017-05-06 15:47:12,Georgetown,closed
2017-05-06 15:47:31,Georgetown,opened
2017-05-06 15:47:34,Georgetown,closed
2017-05-06 15:49:35,Georgetown,opened
2017-05-06 15:49:40,Georgetown,closed
2017-05-06 15:52:52,Georgetown,opened
2017-05-06 15:52:56,Georgetown,closed
2017-05-06 15:55:25,Georgetown,opened
2017-05-06 15:55:32,Georgetown,closed
2017-05-06 15:55:50,Georgetown,opened
2017-05-06 15:55:55,Georgetown,closed
2017-05-06 15:56:52,Georgetown,opened
2017-05-06 15:56:58,Georgetown,closed
2017-05-06 15:57:10,Georgetown,opened
2017-05-06 15:57:16,Georgetown,closed
2017-05-06 15:57:22,Georgetown,opened
2017-05-06 15:57:29,Georgetown,closed
2017-05-06 15:57:49,Georgetown,opened
2017-05-06 15:58:01,Georgetown,closed
2017-05-06 15:58:08,Georgetown,opened
2017-05-06 15:58:15,Georgetown,closed
2017-05-06 15:58:17,Georgetown,opened
2017-05-06 15:58:24,Georgetown,closed
2017-05-06 15:58:31,Georgetown,opened
2017-05-06 15:58:42,Georgetown,closed
2017-05-06 15:59:07,Georgetown,opened
2017-05-06 15:59:11,Georgetown,closed
2017-05-06 15:59:41,Georgetown,opened
2017-05-06 15:59:48,Georgetown,closed
2017-05-06 16:02:18,Georgetown,opened
2017-05-06 16:02:25,Georgetown,closed
2017-05-06 16:02:53,Georgetown,opened
2017-05-06 16:02:59,Georgetown,closed
2017-05-06 16:08:43,Georgetown,opened
2017-05-06 16:08:56,Georgetown,closed
2017-05-06 16:08:57,Georgetown,opened
2017-05-06 16:09:05,Georgetown,closed
2017-05-06 16:13:18,Georgetown,opened
2017-05-06 16:13:24,Georgetown,closed
2017-05-12 18:21:41,Georgetown,opened
2017-05-12 18:41:06,Georgetown,closed
2017-05-12 18:41:07,Georgetown,opened
2017-05-12 18:41:11,Georgetown,closed
2017-05-12 18:44:36,Georgetown,opened
2017-05-12 18:44:41,Georgetown,closed
2017-05-12 18:47:11,Georgetown,opened
2017-05-12 18:47:17,Georgetown,closed
2017-05-12 18:56:29,Georgetown,opened
2017-05-12 18:56:33,Georgetown,closed
2017-05-12 19:20:33,Georgetown,opened
2017-05-12 19:20:37,Georgetown,closed
2017-05-12 19:44:24,Georgetown,opened
2017-05-12 19:44:28,Georgetown,closed
2017-05-12 19:51:58,Georgetown,opened
2017-05-12 19:52:01,Georgetown,closed
2017-05-12 19:59:41,Georgetown,opened
2017-05-12 19:59:54,Georgetown,closed
2017-05-12 20:00:01,Georgetown,opened
2017-05-12 20:00:17,Georgetown,closed
2017-05-12 20:00:19,Georgetown,opened
2017-05-12 20:00:28,Georgetown,closed
2017-05-12 20:00:32,Georgetown,opened
2017-05-12 20:00:37,Georgetown,closed
2017-05-12 20:01:03,Georgetown,opened
2017-05-12 20:01:07,Georgetown,closed
2017-05-12 20:01:29,Georgetown,opened
2017-05-12 20:01:34,Georgetown,closed
2017-05-12 20:01:44,Georgetown,opened
2017-05-12 20:01:49,Georgetown,closed
2017-05-12 20:02:06,Georgetown,opened
2017-05-12 20:02:22,Georgetown,closed
2017-05-12 20:02:29,Georgetown,opened
2017-05-12 20:02:33,Georgetown,closed
2017-05-12 20:02:47,Georgetown,opened
2017-05-12 20:02:51,Georgetown,closed
2017-05-12 20:02:53,Georgetown,opened
2017-05-12 20:02:58,Georgetown,closed
2017-05-12 20:03:04,Georgetown,opened
2017-05-12 20:03:09,Georgetown,closed
2017-05-12 20:03:37,Georgetown,opened
2017-05-12 20:03:43,Georgetown,closed
2017-05-12 20:04:05,Georgetown,opened
2017-05-12 20:04:13,Georgetown,closed
2017-05-12 20:04:28,Georgetown,opened
2017-05-12 20:04:32,Georgetown,closed
2017-05-12 20:04:42,Georgetown,opened
